+---------------------------------------------------------------------------------------+---------+------------+----------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coefs  | coef_expit | coef_exp | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|                      empl_construction_1yr_diff_ewma_trim_pow2_t                      |  0.009  |   0.5022   |  1.009   |    24.7459    |      0.0       |     4.8741     |      0.3463     |
|    real_med_family_income_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_t    | -0.0006 |   0.4998   |  0.9994  |    31.0328    |      0.0       |     4.8285     |      0.3478     |
|          unempl_rate_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_t         |  0.0021 |   0.5005   |  1.0021  |    36.3226    |      0.0       |     4.7431     |      0.3507     |
|             med_family_income_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_t             |  0.0004 |   0.5001   |  1.0004  |    21.9022    |     0.0001     |     4.7114     |      0.3518     |
|             unempl_rate_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t            |  -0.004 |   0.499    |  0.996   |    47.4111    |      0.0       |      4.71      |      0.3518     |
|          unempl_rate_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t          | -0.0029 |   0.4993   |  0.9971  |     30.886    |      0.0       |     4.6161     |      0.3551     |
|          real_estate_loans_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t          | -0.0016 |   0.4996   |  0.9984  |    30.1376    |      0.0       |     4.2425     |      0.3693     |
|             unempl_rate_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_t             |  0.0031 |   0.5008   |  1.0031  |    41.4072    |      0.0       |     4.0403     |      0.3777     |
|            housing_starts_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_t           |  -0.003 |   0.4992   |  0.997   |    30.8889    |      0.0       |     3.9289     |      0.3825     |
|         housing_starts_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_t         | -0.0019 |   0.4995   |  0.9981  |     30.058    |      0.0       |     3.8531     |      0.3859     |
|      mortage_debt_individuals_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t      |  0.0009 |   0.5002   |  1.0009  |    27.1781    |      0.0       |     3.7204     |      0.3922     |
|           housing_starts_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t          | -0.0019 |   0.4995   |  0.9981  |    31.6984    |      0.0       |     3.6099     |      0.3976     |
|           housing_starts_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_t          | -0.0005 |   0.4999   |  0.9995  |     31.088    |      0.0       |     3.4715     |      0.4047     |
|               housing_starts_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_t              | -0.0027 |   0.4993   |  0.9973  |    42.3568    |      0.0       |     3.4498     |      0.4059     |
|        med_house_price_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.002  |   0.5005   |  1.002   |    39.7245    |      0.0       |     3.3216     |      0.4129     |
|                equity_alloc_*_med_house_price_1yr_diff_ewma_trim_pow2_t               | -0.0142 |   0.4965   |  0.9859  |    17.8181    |     0.0002     |     3.2457     |      0.4172     |
|         housing_starts_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_t         | -0.0004 |   0.4999   |  0.9996  |    32.7828    |      0.0       |     3.2419     |      0.4174     |
|          foreign_dir_invest_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_t         |  0.0028 |   0.5007   |  1.0028  |    25.6904    |      0.0       |     3.1032     |      0.4257     |
|            housing_starts_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_t           |  0.0006 |   0.5002   |  1.0006  |    31.8876    |      0.0       |     2.9865     |      0.433      |
|                        housing_starts_1yr_diff_ewma_trim_pow2_t                       |  0.0002 |   0.5001   |  1.0002  |     33.048    |      0.0       |     2.9803     |      0.4334     |
|               housing_supply_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_t              |  0.0041 |   0.501    |  1.0041  |    23.7286    |      0.0       |     2.7017     |      0.4526     |
|                           gdp_nom_1yr_diff_ewma_trim_pow2_t                           | -0.0079 |   0.498    |  0.9921  |    27.9212    |      0.0       |     2.1603     |      0.4987     |
|            housing_starts_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_t           | -0.0027 |   0.4993   |  0.9973  |    32.9205    |      0.0       |     1.9964     |      0.5156     |
|        housing_starts_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_t        |  0.0002 |   0.5001   |  1.0002  |    28.7224    |      0.0       |     1.9909     |      0.5162     |
|             housing_supply_1yr_diff_*_med_house_price_1yr_diff_ewma_trim_t            |  0.0047 |   0.5012   |  1.0048  |    33.0705    |      0.0       |     1.8181     |      0.5361     |
|           med_house_price_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t           |  0.0027 |   0.5007   |  1.0027  |    30.1976    |      0.0       |     1.7497     |      0.5446     |
|       mortage_debt_individuals_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_t      | -0.0007 |   0.4998   |  0.9993  |    30.9325    |      0.0       |     1.6395     |      0.5593     |
|        med_house_price_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0092 |   0.5023   |  1.0092  |     24.035    |      0.0       |     1.6043     |      0.5642     |
|            housing_starts_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t           | -0.0007 |   0.4998   |  0.9993  |    30.7083    |      0.0       |     1.4966     |      0.5801     |
|              med_house_price_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_t              |  0.0055 |   0.5014   |  1.0055  |    23.1607    |      0.0       |     1.0683     |      0.6592     |
|           med_house_price_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_t           |  0.0073 |   0.5018   |  1.0073  |    32.2259    |      0.0       |     1.0068     |      0.6733     |
|           med_house_price_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t          |  0.0047 |   0.5012   |  1.0047  |    25.8653    |      0.0       |     0.9989     |      0.6752     |
|                     tsy_10yr_yield_/_unempl_rate_ewma_trim_pow2_t                     | -0.0068 |   0.4983   |  0.9932  |     5.5103    |     0.0253     |     0.9335     |      0.6913     |
|           med_house_price_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_t           |  0.0085 |   0.5021   |  1.0085  |    31.8597    |      0.0       |     0.7309     |      0.749      |
|         med_house_price_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_t        |  0.007  |   0.5017   |  1.007   |    32.1934    |      0.0       |     0.4233     |      0.8656     |
|           med_house_price_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_t           |  0.0048 |   0.5012   |  1.0048  |    29.4734    |      0.0       |     0.3564     |      0.896      |
|           med_house_price_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_t           |  0.008  |   0.502    |  1.008   |    31.2949    |      0.0       |     0.2988     |      0.923      |
|           med_house_price_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_t           |  0.0045 |   0.5011   |  1.0045  |    30.3815    |      0.0       |     0.2732     |      0.935      |
|          med_house_price_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.008  |   0.502    |  1.008   |    30.5618    |      0.0       |     0.2586     |      0.9417     |
|                       med_house_price_1yr_diff_ewma_trim_pow2_t                       |  0.0088 |   0.5022   |  1.0088  |    32.1246    |      0.0       |     0.2526     |      0.9445     |
|         med_house_price_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_t        |  0.0055 |   0.5014   |  1.0055  |    29.5453    |      0.0       |     0.2124     |      0.9622     |
|                    tsy_10yr_yield_/_sp500_peratio_ewma_trim_pow2_t                    | -0.0547 |   0.4863   |  0.9467  |      nan      |      nan       |      nan       |       nan       |
|                  tsy_10yr_yield_/_capacity_util_mfg_ewma_trim_pow2_t                  |   0.0   |    0.5     |   1.0    |      nan      |      nan       |      nan       |       nan       |
|                  tsy_10yr_yield_/_capacity_util_chem_ewma_trim_pow2_t                 |   0.0   |    0.5     |   1.0    |      nan      |      nan       |      nan       |       nan       |
|               tsy_10yr_yield_*_housing_starts_1yr_diff_ewma_trim_pow2_t               | -0.0003 |   0.4999   |  0.9997  |    10.5884    |     0.0027     |      inf       |       0.0       |
|               tsy_10yr_yield_/_med_house_price_1yr_diff_ewma_trim_pow2_t              | -0.0068 |   0.4983   |  0.9932  |     9.0816    |     0.005      |      inf       |       0.0       |
|             tsy_10yr_yield_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t             | -0.0057 |   0.4986   |  0.9943  |    12.8597    |     0.0011     |      inf       |       0.0       |
|                      tsy_5yr_yield_/_unempl_rate_ewma_trim_pow2_t                     | -0.0085 |   0.4979   |  0.9915  |     0.8428    |     0.3655     |      inf       |       0.0       |
|           tsy_5yr_yield_/_med_family_income_vs_house_price_ewma_trim_pow2_t           | -0.0011 |   0.4997   |  0.9989  |     5.8467    |     0.0215     |      inf       |       0.0       |
|                 tsy_5yr_yield_*_unempl_rate_1yr_diff_ewma_trim_pow2_t                 | -0.0044 |   0.4989   |  0.9956  |     9.0788    |     0.005      |      inf       |       0.0       |
|                tsy_5yr_yield_/_housing_supply_1yr_diff_ewma_trim_pow2_t               | -0.0074 |   0.4982   |  0.9926  |     3.5123    |     0.0701     |    658.869     |      0.0308     |
|               tsy_10yr_yield_/_housing_supply_1yr_diff_ewma_trim_pow2_t               | -0.0023 |   0.4994   |  0.9977  |     6.7101    |     0.0143     |    554.1652    |      0.0336     |
|           tsy_5yr_yield_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           |   -0.0  |    0.5     |   1.0    |     3.1982    |     0.0832     |    437.5318    |      0.0378     |
|                     tsy_5yr_yield_*_sp500_peratio_ewma_trim_pow2_t                    | -0.0059 |   0.4985   |  0.9941  |     1.7332    |     0.1973     |    326.615     |      0.0438     |
|                tsy_5yr_yield_*_housing_starts_1yr_diff_ewma_trim_pow2_t               | -0.0038 |   0.499    |  0.9962  |     5.1876    |     0.0296     |    269.5787    |      0.0482     |
|               tsy_10yr_yield_*_industrial_prod_1yr_diff_ewma_trim_pow2_t              |  0.0038 |   0.5009   |  1.0038  |     8.1319    |     0.0076     |    228.9922    |      0.0523     |
|                tsy_5yr_yield_/_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t               |  -0.003 |   0.4992   |  0.997   |     4.9418    |     0.0334     |    228.2297    |      0.0524     |
|               tsy_5yr_yield_/_med_house_price_1yr_diff_ewma_trim_pow2_t               | -0.0109 |   0.4973   |  0.9891  |     4.5409    |     0.0409     |    221.3988    |      0.0532     |
|             tsy_10yr_yield_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t            |  0.0061 |   0.5015   |  1.0061  |     9.6315    |     0.004      |    207.8309    |      0.0549     |
|              tsy_10yr_yield_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t             |  0.0055 |   0.5014   |  1.0056  |     10.351    |     0.003      |    204.6481    |      0.0553     |
|                   tsy_5yr_yield_/_gdp_nom_1yr_diff_ewma_trim_pow2_t                   | -0.0025 |   0.4994   |  0.9975  |     5.1089    |     0.0307     |    198.0479    |      0.0562     |
|              tsy_5yr_yield_/_empl_construction_1yr_diff_ewma_trim_pow2_t              | -0.0037 |   0.4991   |  0.9963  |     5.7173    |     0.0229     |    195.1114    |      0.0566     |
|               tsy_5yr_yield_/_industrial_prod_1yr_diff_ewma_trim_pow2_t               | -0.0027 |   0.4993   |  0.9973  |     5.7146    |     0.0229     |    193.6373    |      0.0568     |
|          tsy_10yr_yield_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t          |  0.0039 |   0.501    |  1.0039  |     8.3679    |     0.0068     |    151.5846    |      0.0642     |
|                 tsy_10yr_yield_*_unempl_rate_1yr_diff_ewma_trim_pow2_t                | -0.0023 |   0.4994   |  0.9977  |    17.5244    |     0.0002     |    146.306     |      0.0654     |
|              tsy_10yr_yield_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t             |  0.0018 |   0.5004   |  1.0018  |     9.7192    |     0.0038     |    139.4438    |      0.0669     |
|              tsy_10yr_yield_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t             |  0.0008 |   0.5002   |  1.0008  |     9.0472    |     0.0051     |    125.0156    |      0.0707     |
|             tsy_10yr_yield_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t            | -0.0014 |   0.4996   |  0.9986  |     9.8133    |     0.0037     |    118.912     |      0.0725     |
|                   tsy_5yr_yield_*_capacity_util_mfg_ewma_trim_pow2_t                  |  0.0025 |   0.5006   |  1.0025  |     3.5711    |     0.0679     |    112.5981    |      0.0745     |
|               tsy_10yr_yield_/_industrial_prod_1yr_diff_ewma_trim_pow2_t              |  0.0002 |    0.5     |  1.0002  |    11.6262    |     0.0018     |    108.5699    |      0.0758     |
|            tsy_5yr_yield_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t           |  -0.002 |   0.4995   |  0.998   |     4.5512    |     0.0407     |    71.7458     |      0.0932     |
|                tsy_5yr_yield_*_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t               | -0.0005 |   0.4999   |  0.9995  |     4.7419    |     0.0369     |    70.9834     |      0.0937     |
|           tsy_10yr_yield_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t          | -0.0011 |   0.4997   |  0.9989  |    15.4614    |     0.0004     |    65.7742     |      0.0973     |
|                      tsy_5yr_yield_*_unempl_rate_ewma_trim_pow2_t                     | -0.0125 |   0.4969   |  0.9876  |     8.9229    |     0.0054     |     62.687     |      0.0997     |
|           tsy_5yr_yield_*_med_family_income_vs_house_price_ewma_trim_pow2_t           | -0.0053 |   0.4987   |  0.9947  |     5.3044    |     0.0279     |    59.0722     |      0.1027     |
|            tsy_5yr_yield_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t           | -0.0023 |   0.4994   |  0.9977  |     5.3545    |     0.0272     |    55.5601     |      0.1059     |
|              tsy_10yr_yield_*_med_family_income_1yr_diff_ewma_trim_pow2_t             |  0.0021 |   0.5005   |  1.0021  |     9.3689    |     0.0044     |    47.9834     |      0.1139     |
|           tsy_5yr_yield_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           | -0.0049 |   0.4988   |  0.9951  |     7.4462    |     0.0102     |    35.0538     |      0.133      |
|           tsy_10yr_yield_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t           |  0.0022 |   0.5006   |  1.0022  |    10.5783    |     0.0027     |    33.1945     |      0.1367     |
|              tsy_10yr_yield_/_med_family_income_1yr_diff_ewma_trim_pow2_t             |  0.0025 |   0.5006   |  1.0025  |     9.988     |     0.0034     |    33.0587     |      0.1369     |
|                tsy_5yr_yield_/_housing_starts_1yr_diff_ewma_trim_pow2_t               |  0.0081 |   0.502    |  1.0081  |     4.3562    |     0.0449     |    30.1422     |      0.1433     |
