index1,name,linreg_scores,linreg_pvalues,classif_scores,classif_pvalues
2294,unempl_rate_times_capacity_util_mfg_ewma_trim_sqrt_t,4.8921,0.0316,10.6395,0.002
2295,unempl_rate_times_capacity_util_mfg_ewma_trim_sqrt_isnull,,,,
2296,unempl_rate_div_capacity_util_mfg_ewma_trim_sqrt_t,4.2743,0.0439,11.5004,0.0014
2297,unempl_rate_div_capacity_util_mfg_ewma_trim_sqrt_isnull,,,,
2298,unempl_rate_times_capacity_util_chem_ewma_trim_sqrt_t,4.9329,0.0309,9.3228,0.0037
2299,unempl_rate_times_capacity_util_chem_ewma_trim_sqrt_isnull,,,,
2300,unempl_rate_div_capacity_util_chem_ewma_trim_sqrt_t,4.2422,0.0447,12.7465,0.0008
2301,unempl_rate_div_capacity_util_chem_ewma_trim_sqrt_isnull,,,,
2302,unempl_rate_times_med_family_income_vs_house_price_ewma_trim_sqrt_t,4.6204,0.0365,11.2365,0.0016
2303,unempl_rate_times_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2304,unempl_rate_div_med_family_income_vs_house_price_ewma_trim_sqrt_t,4.5543,0.0378,11.2626,0.0015
2305,unempl_rate_div_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2306,unempl_rate_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t,4.6246,0.0364,12.1661,0.001
2307,unempl_rate_times_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2308,unempl_rate_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t,4.5307,0.0382,10.5873,0.0021
2309,unempl_rate_div_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2310,unempl_rate_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,4.6069,0.0367,11.2421,0.0015
2311,unempl_rate_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2312,unempl_rate_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,4.5508,0.0378,11.5123,0.0014
2313,unempl_rate_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2314,unempl_rate_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t,4.6395,0.0361,10.6475,0.002
2315,unempl_rate_times_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2316,unempl_rate_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t,4.5051,0.0388,11.2701,0.0015
2317,unempl_rate_div_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2318,unempl_rate_times_med_house_price_1yr_diff_ewma_trim_sqrt_t,4.4032,0.0409,15.7463,0.0002
2319,unempl_rate_times_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2320,unempl_rate_div_med_house_price_1yr_diff_ewma_trim_sqrt_t,4.7564,0.0339,7.4418,0.0088
2321,unempl_rate_div_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2322,unempl_rate_times_med_family_income_1yr_diff_ewma_trim_sqrt_t,4.6172,0.0365,11.4667,0.0014
2323,unempl_rate_times_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2324,unempl_rate_div_med_family_income_1yr_diff_ewma_trim_sqrt_t,4.5404,0.038,11.269,0.0015
2325,unempl_rate_div_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2326,unempl_rate_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t,4.5238,0.0384,4.5453,0.038
2327,unempl_rate_times_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2328,unempl_rate_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t,4.4781,0.0393,13.744,0.0005
2329,unempl_rate_div_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2330,unempl_rate_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,4.634,0.0362,11.4198,0.0014
2331,unempl_rate_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2332,unempl_rate_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,4.524,0.0384,11.3178,0.0015
2333,unempl_rate_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2334,unempl_rate_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,5.1586,0.0275,7.4041,0.009
2335,unempl_rate_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2336,unempl_rate_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,4.018,0.0504,11.9631,0.0011
2337,unempl_rate_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2338,unempl_rate_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,4.7879,0.0334,10.8984,0.0018
2339,unempl_rate_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2340,unempl_rate_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,4.3732,0.0416,11.5742,0.0013
2341,unempl_rate_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2342,unempl_rate_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,4.5996,0.0369,22.3715,0.0
2343,unempl_rate_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2344,unempl_rate_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,4.5202,0.0385,6.3492,0.0151
2345,unempl_rate_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2346,unempl_rate_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,4.8856,0.0317,12.7961,0.0008
2347,unempl_rate_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2348,unempl_rate_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,4.2761,0.0438,10.1457,0.0025
2349,unempl_rate_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2350,unempl_rate_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,4.8171,0.0329,9.66,0.0031
2351,unempl_rate_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2352,unempl_rate_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,4.3466,0.0422,12.6836,0.0008
2353,unempl_rate_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2354,unempl_rate_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,4.2227,0.0451,15.6059,0.0002
2355,unempl_rate_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2356,unempl_rate_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,5.028,0.0294,5.9825,0.0181
2357,unempl_rate_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2358,sp500_peratio_times_capacity_util_mfg_ewma_trim_sqrt_t,7.8078,0.0074,6.5486,0.0136
2359,sp500_peratio_times_capacity_util_mfg_ewma_trim_sqrt_isnull,,,,
2360,sp500_peratio_div_capacity_util_mfg_ewma_trim_sqrt_t,7.0209,0.0108,1.8998,0.1744
2361,sp500_peratio_div_capacity_util_mfg_ewma_trim_sqrt_isnull,,,,
2362,sp500_peratio_times_capacity_util_chem_ewma_trim_sqrt_t,7.9044,0.007,7.9101,0.0071
2363,sp500_peratio_times_capacity_util_chem_ewma_trim_sqrt_isnull,,,,
2364,sp500_peratio_div_capacity_util_chem_ewma_trim_sqrt_t,6.9365,0.0112,0.9843,0.326
2365,sp500_peratio_div_capacity_util_chem_ewma_trim_sqrt_isnull,,,,
2366,sp500_peratio_times_med_family_income_vs_house_price_ewma_trim_sqrt_t,7.4692,0.0087,4.6011,0.0369
2367,sp500_peratio_times_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2368,sp500_peratio_div_med_family_income_vs_house_price_ewma_trim_sqrt_t,7.3785,0.009,4.3961,0.0412
2369,sp500_peratio_div_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2370,sp500_peratio_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t,7.4422,0.0088,3.926,0.0532
2371,sp500_peratio_times_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2372,sp500_peratio_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t,7.3778,0.009,5.3524,0.0249
2373,sp500_peratio_div_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2374,sp500_peratio_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,7.452,0.0087,4.9632,0.0305
2375,sp500_peratio_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2376,sp500_peratio_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,7.3711,0.0091,4.1447,0.0472
2377,sp500_peratio_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2378,sp500_peratio_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t,7.4746,0.0086,4.0038,0.051
2379,sp500_peratio_times_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2380,sp500_peratio_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t,7.3351,0.0092,4.8275,0.0328
2381,sp500_peratio_div_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2382,sp500_peratio_times_med_house_price_1yr_diff_ewma_trim_sqrt_t,7.0827,0.0104,1.0129,0.3192
2383,sp500_peratio_times_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2384,sp500_peratio_div_med_house_price_1yr_diff_ewma_trim_sqrt_t,7.751,0.0076,14.4224,0.0004
2385,sp500_peratio_div_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2386,sp500_peratio_times_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.4598,0.0087,4.6806,0.0354
2387,sp500_peratio_times_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2388,sp500_peratio_div_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.3634,0.0091,4.4028,0.0411
2389,sp500_peratio_div_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2390,sp500_peratio_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t,7.6232,0.008,10.6959,0.002
2391,sp500_peratio_times_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2392,sp500_peratio_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t,7.0485,0.0106,0.482,0.4908
2393,sp500_peratio_div_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2394,sp500_peratio_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.4814,0.0086,4.8168,0.033
2395,sp500_peratio_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2396,sp500_peratio_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.3419,0.0092,4.2543,0.0445
2397,sp500_peratio_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2398,sp500_peratio_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,8.1978,0.0061,10.1068,0.0026
2399,sp500_peratio_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2400,sp500_peratio_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,6.6363,0.013,0.0,0.9975
2401,sp500_peratio_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2402,sp500_peratio_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,7.6975,0.0078,6.8967,0.0115
2403,sp500_peratio_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2404,sp500_peratio_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,7.1287,0.0102,2.1465,0.1493
2405,sp500_peratio_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2406,sp500_peratio_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,7.254,0.0096,1.2515,0.2687
2407,sp500_peratio_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2408,sp500_peratio_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,7.5098,0.0085,14.5519,0.0004
2409,sp500_peratio_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2410,sp500_peratio_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,7.7884,0.0074,5.6825,0.0211
2411,sp500_peratio_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2412,sp500_peratio_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,7.0263,0.0107,1.6497,0.205
2413,sp500_peratio_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2414,sp500_peratio_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,7.7454,0.0076,7.2515,0.0097
2415,sp500_peratio_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2416,sp500_peratio_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,7.0835,0.0104,1.8398,0.1812
2417,sp500_peratio_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2418,sp500_peratio_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,6.8566,0.0117,0.291,0.592
2419,sp500_peratio_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2420,sp500_peratio_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,8.1032,0.0064,18.6182,0.0001
2421,sp500_peratio_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2422,capacity_util_mfg_times_capacity_util_chem_ewma_trim_sqrt_t,7.5472,0.0083,16.1908,0.0002
2423,capacity_util_mfg_times_capacity_util_chem_ewma_trim_sqrt_isnull,,,,
2424,capacity_util_mfg_div_capacity_util_chem_ewma_trim_sqrt_t,6.5913,0.0133,0.8091,0.3728
2425,capacity_util_mfg_div_capacity_util_chem_ewma_trim_sqrt_isnull,,,,
2426,capacity_util_mfg_times_med_family_income_vs_house_price_ewma_trim_sqrt_t,7.1294,0.0102,10.2442,0.0024
2427,capacity_util_mfg_times_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2428,capacity_util_mfg_div_med_family_income_vs_house_price_ewma_trim_sqrt_t,7.016,0.0108,7.5992,0.0082
2429,capacity_util_mfg_div_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2430,capacity_util_mfg_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t,7.1,0.0103,6.6753,0.0128
2431,capacity_util_mfg_times_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2432,capacity_util_mfg_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t,7.0173,0.0108,24.7437,0.0
2433,capacity_util_mfg_div_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2434,capacity_util_mfg_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,7.0991,0.0104,12.5105,0.0009
2435,capacity_util_mfg_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2436,capacity_util_mfg_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,7.0214,0.0108,10.0304,0.0026
2437,capacity_util_mfg_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2438,capacity_util_mfg_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t,7.135,0.0102,5.5989,0.022
2439,capacity_util_mfg_times_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2440,capacity_util_mfg_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t,6.9703,0.011,10.3176,0.0023
2441,capacity_util_mfg_div_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2442,capacity_util_mfg_times_med_house_price_1yr_diff_ewma_trim_sqrt_t,6.7612,0.0122,0.2122,0.6471
2443,capacity_util_mfg_times_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2444,capacity_util_mfg_div_med_house_price_1yr_diff_ewma_trim_sqrt_t,7.3666,0.0091,36.3016,0.0
2445,capacity_util_mfg_div_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2446,capacity_util_mfg_times_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.1084,0.0103,10.2135,0.0024
2447,capacity_util_mfg_times_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2448,capacity_util_mfg_div_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.0121,0.0108,12.8428,0.0008
2449,capacity_util_mfg_div_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2450,capacity_util_mfg_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t,7.1738,0.01,1.7738,0.1891
2451,capacity_util_mfg_times_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2452,capacity_util_mfg_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t,6.7687,0.0122,0.0955,0.7586
2453,capacity_util_mfg_div_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2454,capacity_util_mfg_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.1307,0.0102,10.7468,0.0019
2455,capacity_util_mfg_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2456,capacity_util_mfg_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,6.9901,0.0109,12.067,0.0011
2457,capacity_util_mfg_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2458,capacity_util_mfg_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,7.82,0.0073,12.7531,0.0008
2459,capacity_util_mfg_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2460,capacity_util_mfg_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,6.3121,0.0153,2.976,0.0908
2461,capacity_util_mfg_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2462,capacity_util_mfg_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,7.3374,0.0092,15.4669,0.0003
2463,capacity_util_mfg_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2464,capacity_util_mfg_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,6.7862,0.0121,1.4762,0.2302
2465,capacity_util_mfg_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2466,capacity_util_mfg_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,6.9541,0.0111,0.7807,0.3812
2467,capacity_util_mfg_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2468,capacity_util_mfg_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,7.1078,0.0103,4.8631,0.0322
2469,capacity_util_mfg_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2470,capacity_util_mfg_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,7.4383,0.0088,9.3283,0.0036
2471,capacity_util_mfg_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2472,capacity_util_mfg_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,6.6766,0.0127,0.0096,0.9222
2473,capacity_util_mfg_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2474,capacity_util_mfg_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,7.389,0.009,14.6146,0.0004
2475,capacity_util_mfg_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2476,capacity_util_mfg_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,6.7376,0.0124,0.9598,0.3321
2477,capacity_util_mfg_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2478,capacity_util_mfg_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,6.5197,0.0138,0.4394,0.5105
2479,capacity_util_mfg_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2480,capacity_util_mfg_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,7.7394,0.0076,39.8251,0.0
2481,capacity_util_mfg_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2482,capacity_util_chem_times_med_family_income_vs_house_price_ewma_trim_sqrt_t,7.2113,0.0098,15.7011,0.0002
2483,capacity_util_chem_times_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2484,capacity_util_chem_div_med_family_income_vs_house_price_ewma_trim_sqrt_t,7.0907,0.0104,10.3635,0.0023
2485,capacity_util_chem_div_med_family_income_vs_house_price_ewma_trim_sqrt_isnull,,,,
2486,capacity_util_chem_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t,7.1792,0.01,9.3866,0.0035
2487,capacity_util_chem_times_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2488,capacity_util_chem_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t,7.0938,0.0104,34.2041,0.0
2489,capacity_util_chem_div_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2490,capacity_util_chem_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,7.1776,0.01,17.9852,0.0001
2491,capacity_util_chem_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2492,capacity_util_chem_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,7.0987,0.0104,14.5926,0.0004
2493,capacity_util_chem_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2494,capacity_util_chem_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t,7.216,0.0098,8.1037,0.0064
2495,capacity_util_chem_times_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2496,capacity_util_chem_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t,7.0444,0.0106,11.8418,0.0012
2497,capacity_util_chem_div_industrial_prod_1yr_diff_ewma_trim_sqrt_isnull,,,,
2498,capacity_util_chem_times_med_house_price_1yr_diff_ewma_trim_sqrt_t,6.8418,0.0117,0.7214,0.3998
2499,capacity_util_chem_times_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2500,capacity_util_chem_div_med_house_price_1yr_diff_ewma_trim_sqrt_t,7.4411,0.0088,31.3043,0.0
2501,capacity_util_chem_div_med_house_price_1yr_diff_ewma_trim_sqrt_isnull,,,,
2502,capacity_util_chem_times_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.1884,0.0099,15.3888,0.0003
2503,capacity_util_chem_times_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2504,capacity_util_chem_div_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.088,0.0104,16.7764,0.0002
2505,capacity_util_chem_div_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2506,capacity_util_chem_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t,7.2262,0.0097,1.756,0.1913
2507,capacity_util_chem_times_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2508,capacity_util_chem_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t,6.864,0.0116,0.2582,0.6137
2509,capacity_util_chem_div_unempl_rate_1yr_diff_ewma_trim_sqrt_isnull,,,,
2510,capacity_util_chem_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.2107,0.0098,15.6984,0.0002
2511,capacity_util_chem_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2512,capacity_util_chem_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t,7.0659,0.0105,16.414,0.0002
2513,capacity_util_chem_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_isnull,,,,
2514,capacity_util_chem_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,7.9215,0.007,19.7844,0.0
2515,capacity_util_chem_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2516,capacity_util_chem_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t,6.3681,0.0148,1.1741,0.2839
2517,capacity_util_chem_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2518,capacity_util_chem_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,7.42,0.0089,21.074,0.0
2519,capacity_util_chem_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2520,capacity_util_chem_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t,6.8594,0.0116,3.033,0.0879
2521,capacity_util_chem_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_isnull,,,,
2522,capacity_util_chem_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,7.0346,0.0107,1.2447,0.27
2523,capacity_util_chem_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2524,capacity_util_chem_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t,7.1814,0.0099,5.896,0.0189
2525,capacity_util_chem_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_isnull,,,,
2526,capacity_util_chem_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,7.5178,0.0085,10.0986,0.0026
2527,capacity_util_chem_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2528,capacity_util_chem_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t,6.7521,0.0123,0.4861,0.489
2529,capacity_util_chem_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_isnull,,,,
2530,capacity_util_chem_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,7.473,0.0086,19.2392,0.0001
2531,capacity_util_chem_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2532,capacity_util_chem_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t,6.8094,0.0119,2.609,0.1127
2533,capacity_util_chem_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_isnull,,,,
2534,capacity_util_chem_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,6.591,0.0133,0.082,0.7758
2535,capacity_util_chem_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2536,capacity_util_chem_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t,7.8228,0.0073,59.8694,0.0
2537,capacity_util_chem_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_isnull,,,,
2538,med_family_income_vs_house_price_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t,6.7753,0.0121,1.3166,0.2568
2539,med_family_income_vs_house_price_times_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2540,med_family_income_vs_house_price_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t,6.6869,0.0127,0.0709,0.7912
2541,med_family_income_vs_house_price_div_gdp_nom_1yr_diff_ewma_trim_sqrt_isnull,,,,
2542,med_family_income_vs_house_price_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,6.7706,0.0122,2.3435,0.1322
2543,med_family_income_vs_house_price_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
2544,med_family_income_vs_house_price_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t,6.6947,0.0126,0.1788,0.6742
2545,med_family_income_vs_house_price_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_isnull,,,,
