+-------------------------------------------------------------------------------------------+---------------+----------------+----------------+-----------------+
|                                            name                                           | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|                    unempl_rate_times_capacity_util_mfg_ewma_trim_sqrt_t                   |     4.8921    |     0.0316     |    10.6395     |      0.002      |
|                     unempl_rate_div_capacity_util_mfg_ewma_trim_sqrt_t                    |     4.2743    |     0.0439     |    11.5004     |      0.0014     |
|                   unempl_rate_times_capacity_util_chem_ewma_trim_sqrt_t                   |     4.9329    |     0.0309     |     9.3228     |      0.0037     |
|                    unempl_rate_div_capacity_util_chem_ewma_trim_sqrt_t                    |     4.2422    |     0.0447     |    12.7465     |      0.0008     |
|            unempl_rate_times_med_family_income_vs_house_price_ewma_trim_sqrt_t            |     4.6204    |     0.0365     |    11.2365     |      0.0016     |
|             unempl_rate_div_med_family_income_vs_house_price_ewma_trim_sqrt_t             |     4.5543    |     0.0378     |    11.2626     |      0.0015     |
|                    unempl_rate_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t                    |     4.6246    |     0.0364     |    12.1661     |      0.001      |
|                     unempl_rate_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t                     |     4.5307    |     0.0382     |    10.5873     |      0.0021     |
|                 unempl_rate_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                |     4.6069    |     0.0367     |    11.2421     |      0.0015     |
|                  unempl_rate_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                 |     4.5508    |     0.0378     |    11.5123     |      0.0014     |
|                unempl_rate_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t                |     4.6395    |     0.0361     |    10.6475     |      0.002      |
|                 unempl_rate_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t                 |     4.5051    |     0.0388     |    11.2701     |      0.0015     |
|                unempl_rate_times_med_house_price_1yr_diff_ewma_trim_sqrt_t                |     4.4032    |     0.0409     |    15.7463     |      0.0002     |
|                 unempl_rate_div_med_house_price_1yr_diff_ewma_trim_sqrt_t                 |     4.7564    |     0.0339     |     7.4418     |      0.0088     |
|               unempl_rate_times_med_family_income_1yr_diff_ewma_trim_sqrt_t               |     4.6172    |     0.0365     |    11.4667     |      0.0014     |
|                unempl_rate_div_med_family_income_1yr_diff_ewma_trim_sqrt_t                |     4.5404    |     0.038      |     11.269     |      0.0015     |
|                  unempl_rate_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t                  |     4.5238    |     0.0384     |     4.5453     |      0.038      |
|                   unempl_rate_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t                   |     4.4781    |     0.0393     |     13.744     |      0.0005     |
|             unempl_rate_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            |     4.634     |     0.0362     |    11.4198     |      0.0014     |
|              unempl_rate_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t             |     4.524     |     0.0384     |    11.3178     |      0.0015     |
|            unempl_rate_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t            |     5.1586    |     0.0275     |     7.4041     |      0.009      |
|              unempl_rate_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t              |     4.7879    |     0.0334     |    10.8984     |      0.0018     |
|               unempl_rate_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t               |     4.3732    |     0.0416     |    11.5742     |      0.0013     |
|            unempl_rate_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t           |     4.5996    |     0.0369     |    22.3715     |       0.0       |
|             unempl_rate_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t            |     4.5202    |     0.0385     |     6.3492     |      0.0151     |
|               unempl_rate_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t               |     4.8856    |     0.0317     |    12.7961     |      0.0008     |
|                unempl_rate_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t                |     4.2761    |     0.0438     |    10.1457     |      0.0025     |
|               unempl_rate_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t              |     4.8171    |     0.0329     |      9.66      |      0.0031     |
|                unempl_rate_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t               |     4.3466    |     0.0422     |    12.6836     |      0.0008     |
|               unempl_rate_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t               |     4.2227    |     0.0451     |    15.6059     |      0.0002     |
|                unempl_rate_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t                |     5.028     |     0.0294     |     5.9825     |      0.0181     |
|                   sp500_peratio_times_capacity_util_mfg_ewma_trim_sqrt_t                  |     7.8078    |     0.0074     |     6.5486     |      0.0136     |
|                    sp500_peratio_div_capacity_util_mfg_ewma_trim_sqrt_t                   |     7.0209    |     0.0108     |     1.8998     |      0.1744     |
|                  sp500_peratio_times_capacity_util_chem_ewma_trim_sqrt_t                  |     7.9044    |     0.007      |     7.9101     |      0.0071     |
|                   sp500_peratio_div_capacity_util_chem_ewma_trim_sqrt_t                   |     6.9365    |     0.0112     |     0.9843     |      0.326      |
|           sp500_peratio_times_med_family_income_vs_house_price_ewma_trim_sqrt_t           |     7.4692    |     0.0087     |     4.6011     |      0.0369     |
|            sp500_peratio_div_med_family_income_vs_house_price_ewma_trim_sqrt_t            |     7.3785    |     0.009      |     4.3961     |      0.0412     |
|                   sp500_peratio_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |     7.4422    |     0.0088     |     3.926      |      0.0532     |
|                    sp500_peratio_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t                    |     7.3778    |     0.009      |     5.3524     |      0.0249     |
|                sp500_peratio_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |     7.452     |     0.0087     |     4.9632     |      0.0305     |
|                 sp500_peratio_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                |     7.3711    |     0.0091     |     4.1447     |      0.0472     |
|               sp500_peratio_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |     7.4746    |     0.0086     |     4.0038     |      0.051      |
|                sp500_peratio_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t                |     7.3351    |     0.0092     |     4.8275     |      0.0328     |
|               sp500_peratio_times_med_house_price_1yr_diff_ewma_trim_sqrt_t               |     7.0827    |     0.0104     |     1.0129     |      0.3192     |
|                sp500_peratio_div_med_house_price_1yr_diff_ewma_trim_sqrt_t                |     7.751     |     0.0076     |    14.4224     |      0.0004     |
|              sp500_peratio_times_med_family_income_1yr_diff_ewma_trim_sqrt_t              |     7.4598    |     0.0087     |     4.6806     |      0.0354     |
|               sp500_peratio_div_med_family_income_1yr_diff_ewma_trim_sqrt_t               |     7.3634    |     0.0091     |     4.4028     |      0.0411     |
|                 sp500_peratio_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t                 |     7.6232    |     0.008      |    10.6959     |      0.002      |
|                  sp500_peratio_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t                  |     7.0485    |     0.0106     |     0.482      |      0.4908     |
|            sp500_peratio_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |     7.4814    |     0.0086     |     4.8168     |      0.033      |
|             sp500_peratio_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            |     7.3419    |     0.0092     |     4.2543     |      0.0445     |
|           sp500_peratio_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |     8.1978    |     0.0061     |    10.1068     |      0.0026     |
|            sp500_peratio_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t            |     6.6363    |     0.013      |      0.0       |      0.9975     |
|             sp500_peratio_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |     7.6975    |     0.0078     |     6.8967     |      0.0115     |
|              sp500_peratio_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t              |     7.1287    |     0.0102     |     2.1465     |      0.1493     |
|           sp500_peratio_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t          |     7.254     |     0.0096     |     1.2515     |      0.2687     |
|            sp500_peratio_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t           |     7.5098    |     0.0085     |    14.5519     |      0.0004     |
|              sp500_peratio_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t              |     7.7884    |     0.0074     |     5.6825     |      0.0211     |
|               sp500_peratio_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t               |     7.0263    |     0.0107     |     1.6497     |      0.205      |
|              sp500_peratio_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |     7.7454    |     0.0076     |     7.2515     |      0.0097     |
|               sp500_peratio_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t              |     7.0835    |     0.0104     |     1.8398     |      0.1812     |
|              sp500_peratio_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t              |     6.8566    |     0.0117     |     0.291      |      0.592      |
|               sp500_peratio_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t               |     8.1032    |     0.0064     |    18.6182     |      0.0001     |
|                capacity_util_mfg_times_capacity_util_chem_ewma_trim_sqrt_t                |     7.5472    |     0.0083     |    16.1908     |      0.0002     |
|                 capacity_util_mfg_div_capacity_util_chem_ewma_trim_sqrt_t                 |     6.5913    |     0.0133     |     0.8091     |      0.3728     |
|         capacity_util_mfg_times_med_family_income_vs_house_price_ewma_trim_sqrt_t         |     7.1294    |     0.0102     |    10.2442     |      0.0024     |
|          capacity_util_mfg_div_med_family_income_vs_house_price_ewma_trim_sqrt_t          |     7.016     |     0.0108     |     7.5992     |      0.0082     |
|                 capacity_util_mfg_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t                 |      7.1      |     0.0103     |     6.6753     |      0.0128     |
|                  capacity_util_mfg_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t                  |     7.0173    |     0.0108     |    24.7437     |       0.0       |
|              capacity_util_mfg_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t             |     7.0991    |     0.0104     |    12.5105     |      0.0009     |
|               capacity_util_mfg_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t              |     7.0214    |     0.0108     |    10.0304     |      0.0026     |
|             capacity_util_mfg_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t             |     7.135     |     0.0102     |     5.5989     |      0.022      |
|              capacity_util_mfg_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t              |     6.9703    |     0.011      |    10.3176     |      0.0023     |
|             capacity_util_mfg_times_med_house_price_1yr_diff_ewma_trim_sqrt_t             |     6.7612    |     0.0122     |     0.2122     |      0.6471     |
|              capacity_util_mfg_div_med_house_price_1yr_diff_ewma_trim_sqrt_t              |     7.3666    |     0.0091     |    36.3016     |       0.0       |
|            capacity_util_mfg_times_med_family_income_1yr_diff_ewma_trim_sqrt_t            |     7.1084    |     0.0103     |    10.2135     |      0.0024     |
|             capacity_util_mfg_div_med_family_income_1yr_diff_ewma_trim_sqrt_t             |     7.0121    |     0.0108     |    12.8428     |      0.0008     |
|               capacity_util_mfg_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t               |     7.1738    |      0.01      |     1.7738     |      0.1891     |
|                capacity_util_mfg_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t                |     6.7687    |     0.0122     |     0.0955     |      0.7586     |
|          capacity_util_mfg_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t         |     7.1307    |     0.0102     |    10.7468     |      0.0019     |
|           capacity_util_mfg_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t          |     6.9901    |     0.0109     |     12.067     |      0.0011     |
|         capacity_util_mfg_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t         |      7.82     |     0.0073     |    12.7531     |      0.0008     |
|          capacity_util_mfg_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t          |     6.3121    |     0.0153     |     2.976      |      0.0908     |
|           capacity_util_mfg_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t           |     7.3374    |     0.0092     |    15.4669     |      0.0003     |
|            capacity_util_mfg_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t            |     6.7862    |     0.0121     |     1.4762     |      0.2302     |
|         capacity_util_mfg_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t        |     6.9541    |     0.0111     |     0.7807     |      0.3812     |
|          capacity_util_mfg_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t         |     7.1078    |     0.0103     |     4.8631     |      0.0322     |
|            capacity_util_mfg_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t            |     7.4383    |     0.0088     |     9.3283     |      0.0036     |
|             capacity_util_mfg_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t             |     6.6766    |     0.0127     |     0.0096     |      0.9222     |
|            capacity_util_mfg_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t           |     7.389     |     0.009      |    14.6146     |      0.0004     |
|             capacity_util_mfg_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t            |     6.7376    |     0.0124     |     0.9598     |      0.3321     |
|            capacity_util_mfg_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t            |     6.5197    |     0.0138     |     0.4394     |      0.5105     |
|             capacity_util_mfg_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t             |     7.7394    |     0.0076     |    39.8251     |       0.0       |
|         capacity_util_chem_times_med_family_income_vs_house_price_ewma_trim_sqrt_t        |     7.2113    |     0.0098     |    15.7011     |      0.0002     |
|          capacity_util_chem_div_med_family_income_vs_house_price_ewma_trim_sqrt_t         |     7.0907    |     0.0104     |    10.3635     |      0.0023     |
|                 capacity_util_chem_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t                |     7.1792    |      0.01      |     9.3866     |      0.0035     |
|                  capacity_util_chem_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t                 |     7.0938    |     0.0104     |    34.2041     |       0.0       |
|             capacity_util_chem_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t             |     7.1776    |      0.01      |    17.9852     |      0.0001     |
|              capacity_util_chem_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t              |     7.0987    |     0.0104     |    14.5926     |      0.0004     |
|             capacity_util_chem_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t            |     7.216     |     0.0098     |     8.1037     |      0.0064     |
|              capacity_util_chem_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t             |     7.0444    |     0.0106     |    11.8418     |      0.0012     |
|             capacity_util_chem_times_med_house_price_1yr_diff_ewma_trim_sqrt_t            |     6.8418    |     0.0117     |     0.7214     |      0.3998     |
|              capacity_util_chem_div_med_house_price_1yr_diff_ewma_trim_sqrt_t             |     7.4411    |     0.0088     |    31.3043     |       0.0       |
|            capacity_util_chem_times_med_family_income_1yr_diff_ewma_trim_sqrt_t           |     7.1884    |     0.0099     |    15.3888     |      0.0003     |
|             capacity_util_chem_div_med_family_income_1yr_diff_ewma_trim_sqrt_t            |     7.088     |     0.0104     |    16.7764     |      0.0002     |
|               capacity_util_chem_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t              |     7.2262    |     0.0097     |     1.756      |      0.1913     |
|                capacity_util_chem_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t               |     6.864     |     0.0116     |     0.2582     |      0.6137     |
|         capacity_util_chem_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t         |     7.2107    |     0.0098     |    15.6984     |      0.0002     |
|          capacity_util_chem_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t          |     7.0659    |     0.0105     |     16.414     |      0.0002     |
|         capacity_util_chem_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t        |     7.9215    |     0.007      |    19.7844     |       0.0       |
|          capacity_util_chem_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t         |     6.3681    |     0.0148     |     1.1741     |      0.2839     |
|           capacity_util_chem_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t          |      7.42     |     0.0089     |     21.074     |       0.0       |
|            capacity_util_chem_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t           |     6.8594    |     0.0116     |     3.033      |      0.0879     |
|        capacity_util_chem_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t        |     7.0346    |     0.0107     |     1.2447     |       0.27      |
|         capacity_util_chem_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t         |     7.1814    |     0.0099     |     5.896      |      0.0189     |
|            capacity_util_chem_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t           |     7.5178    |     0.0085     |    10.0986     |      0.0026     |
|             capacity_util_chem_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t            |     6.7521    |     0.0123     |     0.4861     |      0.489      |
|           capacity_util_chem_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t           |     7.473     |     0.0086     |    19.2392     |      0.0001     |
|            capacity_util_chem_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t            |     6.8094    |     0.0119     |     2.609      |      0.1127     |
|            capacity_util_chem_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t           |     6.591     |     0.0133     |     0.082      |      0.7758     |
|             capacity_util_chem_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t            |     7.8228    |     0.0073     |    59.8694     |       0.0       |
|          med_family_income_vs_house_price_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t         |     6.7753    |     0.0121     |     1.3166     |      0.2568     |
|           med_family_income_vs_house_price_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t          |     6.6869    |     0.0127     |     0.0709     |      0.7912     |
|      med_family_income_vs_house_price_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t      |     6.7706    |     0.0122     |     2.3435     |      0.1322     |
|       med_family_income_vs_house_price_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t       |     6.6947    |     0.0126     |     0.1788     |      0.6742     |
|      med_family_income_vs_house_price_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t     |     6.8127    |     0.0119     |     1.2038     |      0.2779     |
|       med_family_income_vs_house_price_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t      |     6.6371    |     0.013      |     0.0452     |      0.8325     |
|      med_family_income_vs_house_price_times_med_house_price_1yr_diff_ewma_trim_sqrt_t     |     6.4681    |     0.0141     |     1.2556     |      0.2679     |
|       med_family_income_vs_house_price_div_med_house_price_1yr_diff_ewma_trim_sqrt_t      |     7.0037    |     0.0108     |     6.1052     |      0.017      |
|     med_family_income_vs_house_price_times_med_family_income_1yr_diff_ewma_trim_sqrt_t    |     6.7819    |     0.0121     |     2.2362     |      0.1412     |
|      med_family_income_vs_house_price_div_med_family_income_1yr_diff_ewma_trim_sqrt_t     |     6.6834    |     0.0127     |     0.0702     |      0.7922     |
|        med_family_income_vs_house_price_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t       |     6.7858    |     0.0121     |     0.1216     |      0.7288     |
|         med_family_income_vs_house_price_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t        |     6.4994    |     0.0139     |     0.0737     |      0.7872     |
|  med_family_income_vs_house_price_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t  |     6.802     |     0.012      |     2.763      |      0.1029     |
|   med_family_income_vs_house_price_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t   |     6.6636    |     0.0128     |     0.0012     |      0.973      |
|  med_family_income_vs_house_price_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t |     7.4762    |     0.0086     |     10.351     |      0.0023     |
|   med_family_income_vs_house_price_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t  |     6.0016    |     0.0178     |     6.4933     |      0.014      |
|    med_family_income_vs_house_price_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t   |     7.001     |     0.0109     |    10.1817     |      0.0025     |
|     med_family_income_vs_house_price_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t    |     6.4673    |     0.0141     |     3.8041     |      0.0569     |
| med_family_income_vs_house_price_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t |     6.6454    |     0.0129     |     0.0001     |      0.993      |
|  med_family_income_vs_house_price_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t  |     6.7635    |     0.0122     |     0.1988     |      0.6577     |
|     med_family_income_vs_house_price_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t    |     7.1037    |     0.0103     |     5.3231     |      0.0253     |
|      med_family_income_vs_house_price_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t     |     6.3576    |     0.0149     |     3.0617     |      0.0864     |
|    med_family_income_vs_house_price_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t    |     7.0546    |     0.0106     |    12.2649     |      0.001      |
|     med_family_income_vs_house_price_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t     |     6.4168    |     0.0145     |     5.6695     |      0.0212     |
|     med_family_income_vs_house_price_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t    |     6.1706    |     0.0164     |     7.1655     |      0.0101     |
|      med_family_income_vs_house_price_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t     |     7.4376    |     0.0088     |    22.7295     |       0.0       |
|              gdp_nom_1yr_diff_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t              |     6.7481    |     0.0123     |     1.8509     |      0.1799     |
|               gdp_nom_1yr_diff_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |     6.6731    |     0.0128     |     0.0163     |      0.8989     |
|              gdp_nom_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t             |     6.7859    |     0.0121     |     0.6379     |      0.4283     |
|               gdp_nom_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t              |     6.6203    |     0.0131     |     0.349      |      0.5574     |
|              gdp_nom_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_sqrt_t             |     6.431     |     0.0144     |     1.575      |      0.2154     |
|               gdp_nom_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_sqrt_t              |     6.9969    |     0.0109     |     9.1655     |      0.0039     |
|             gdp_nom_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_sqrt_t            |     6.7578    |     0.0122     |     1.4118     |      0.2405     |
|              gdp_nom_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_sqrt_t             |     6.6636    |     0.0128     |     0.0043     |      0.9479     |
|                gdp_nom_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t               |     6.7896    |     0.012      |     0.1354     |      0.7145     |
|                 gdp_nom_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t                |     6.4549    |     0.0142     |     0.1237     |      0.7266     |
|          gdp_nom_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t          |     6.7794    |     0.0121     |     1.9499     |      0.1689     |
|           gdp_nom_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |     6.6422    |     0.013      |     0.4262     |      0.5169     |
|          gdp_nom_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t         |     7.4491    |     0.0087     |     9.1585     |      0.0039     |
|           gdp_nom_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t          |     5.9853    |     0.018      |     7.878      |      0.0072     |
|            gdp_nom_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t           |     6.9773    |     0.011      |     7.7817     |      0.0075     |
|             gdp_nom_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t            |     6.4473    |     0.0143     |     8.0471     |      0.0066     |
|         gdp_nom_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t         |     6.6211    |     0.0131     |     0.0068     |      0.9346     |
|          gdp_nom_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t          |     6.7445    |     0.0123     |     0.1548     |      0.6957     |
|             gdp_nom_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t            |     7.0753    |     0.0105     |     3.9702     |      0.0519     |
|              gdp_nom_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t             |     6.3415    |     0.015      |     4.7136     |      0.0348     |
|            gdp_nom_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t            |     7.029     |     0.0107     |     7.9498     |      0.0069     |
|             gdp_nom_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |     6.3987    |     0.0146     |     19.24      |      0.0001     |
|             gdp_nom_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t            |     6.1989    |     0.0162     |     6.664      |      0.0129     |
|              gdp_nom_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t             |     7.2814    |     0.0095     |    22.6927     |       0.0       |
|          cpi_urb_nonvol_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t          |     6.7853    |     0.0121     |     1.2487     |      0.2693     |
|           cpi_urb_nonvol_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t           |     6.6071    |     0.0132     |     0.2333     |      0.6313     |
|          cpi_urb_nonvol_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_sqrt_t          |     6.4288    |     0.0144     |     2.8188     |      0.0995     |
|           cpi_urb_nonvol_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_sqrt_t           |     6.9851    |     0.0109     |     4.9415     |      0.0309     |
|         cpi_urb_nonvol_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_sqrt_t         |     6.7519    |     0.0123     |     8.1781     |      0.0062     |
|          cpi_urb_nonvol_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_sqrt_t          |     6.656     |     0.0129     |     0.2086     |      0.6499     |
|            cpi_urb_nonvol_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t            |     6.7859    |     0.0121     |     0.1228     |      0.7276     |
|             cpi_urb_nonvol_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t             |     6.4648    |     0.0141     |     0.1387     |      0.7112     |
|       cpi_urb_nonvol_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      |     6.7736    |     0.0121     |    11.0228     |      0.0017     |
|        cpi_urb_nonvol_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t       |     6.6346    |     0.013      |     1.5723     |      0.2158     |
|      cpi_urb_nonvol_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t      |     7.444     |     0.0088     |     9.8241     |      0.0029     |
|       cpi_urb_nonvol_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t       |     5.9789    |     0.018      |     8.1153     |      0.0064     |
|        cpi_urb_nonvol_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t        |     6.9712    |     0.011      |    13.3385     |      0.0006     |
|         cpi_urb_nonvol_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t         |     6.4399    |     0.0143     |     9.8172     |      0.0029     |
|      cpi_urb_nonvol_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     |     6.6213    |     0.0131     |     0.0129     |      0.9101     |
|       cpi_urb_nonvol_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t      |     6.731     |     0.0124     |     0.0925     |      0.7624     |
|         cpi_urb_nonvol_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t         |     7.071     |     0.0105     |     5.3514     |      0.0249     |
|          cpi_urb_nonvol_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t          |     6.333     |     0.0151     |     4.0806     |      0.0489     |
