+-------------------------------------------------------------------------------------------+---------------+----------------+----------------+-----------------+
|                                            name                                           | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|             cpi_urb_nonvol_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_t            |     6.1885    |     0.0162     |     2.856      |      0.0974     |
|              cpi_urb_nonvol_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_t             |     7.3048    |     0.0094     |     4.8998     |      0.0315     |
|            cpi_urb_nonvol_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_t           |     6.8385    |     0.0118     |     8.3532     |      0.0057     |
|             cpi_urb_nonvol_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_t            |     6.6448    |     0.0129     |     0.2114     |      0.6477     |
|               cpi_urb_nonvol_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_t              |     6.7021    |     0.0126     |     0.0646     |      0.8004     |
|                cpi_urb_nonvol_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_t               |     6.1524    |     0.0165     |     0.2161     |      0.6441     |
|         cpi_urb_nonvol_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_t         |     6.8821    |     0.0115     |    11.1369     |      0.0016     |
|          cpi_urb_nonvol_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_t          |     6.6024    |     0.0132     |     1.552      |      0.2188     |
|         cpi_urb_nonvol_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_t        |     8.2513    |     0.006      |    10.4155     |      0.0022     |
|          cpi_urb_nonvol_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_t         |     5.3206    |     0.0253     |     7.6946     |      0.0078     |
|           cpi_urb_nonvol_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_t          |     7.2834    |     0.0095     |    13.6466     |      0.0006     |
|            cpi_urb_nonvol_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_t           |     6.2168    |     0.016      |     9.6639     |      0.0031     |
|        cpi_urb_nonvol_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t        |     6.5203    |     0.0138     |     0.0264     |      0.8715     |
|         cpi_urb_nonvol_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t         |     6.7422    |     0.0123     |     0.0665     |      0.7976     |
|            cpi_urb_nonvol_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t           |     7.4709    |     0.0086     |     5.3045     |      0.0256     |
|             cpi_urb_nonvol_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t            |     5.9961    |     0.0179     |     4.1482     |      0.0471     |
|           cpi_urb_nonvol_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t           |     7.3968    |     0.009      |    16.6705     |      0.0002     |
|            cpi_urb_nonvol_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t            |     6.1176    |     0.0168     |    11.6801     |      0.0013     |
|            cpi_urb_nonvol_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t           |     5.7471    |     0.0203     |    10.5591     |      0.0021     |
|             cpi_urb_nonvol_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t            |     7.9501    |     0.0069     |    15.7861     |      0.0002     |
|            industrial_prod_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_t            |     6.2285    |     0.0159     |     0.8665     |      0.3565     |
|             industrial_prod_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_t             |     7.4321    |     0.0088     |    13.0441     |      0.0007     |
|           industrial_prod_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_t           |     6.9113    |     0.0113     |     1.0913     |      0.3013     |
|            industrial_prod_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_t            |     6.7269    |     0.0124     |     0.1293     |      0.7207     |
|              industrial_prod_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_t              |     6.9155    |     0.0113     |     0.2289     |      0.6345     |
|               industrial_prod_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_t               |     6.1276    |     0.0167     |     0.1557     |      0.6949     |
|         industrial_prod_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_t        |     6.9545    |     0.0111     |     1.4453     |      0.2351     |
|          industrial_prod_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_t         |     6.6848    |     0.0127     |     0.0189     |      0.8913     |
|        industrial_prod_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_t        |     8.351     |     0.0057     |    10.1683     |      0.0025     |
|         industrial_prod_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_t         |     5.3726    |     0.0246     |     5.5002     |      0.0231     |
|          industrial_prod_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_t          |     7.376     |     0.0091     |     8.3058     |      0.0059     |
|           industrial_prod_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_t           |     6.2802    |     0.0155     |     1.7645     |      0.1902     |
|        industrial_prod_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t       |     6.5675    |     0.0134     |     0.0006     |      0.9809     |
|         industrial_prod_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t        |     6.8453    |     0.0117     |     0.2132     |      0.6463     |
|           industrial_prod_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t           |     7.568     |     0.0083     |     5.2021     |      0.0269     |
|            industrial_prod_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t            |     6.0515    |     0.0174     |     2.001      |      0.1635     |
|           industrial_prod_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t          |     7.4597    |     0.0087     |     5.8212     |      0.0196     |
|            industrial_prod_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t           |     6.2089    |     0.0161     |     6.5836     |      0.0134     |
|           industrial_prod_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t           |     5.7905    |     0.0199     |     3.9304     |      0.053      |
|            industrial_prod_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t            |     8.0641    |     0.0065     |    31.3946     |       0.0       |
|           med_house_price_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_t           |     6.209     |     0.0161     |     2.0424     |      0.1593     |
|            med_house_price_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_t            |     6.0309    |     0.0176     |     6.7174     |      0.0125     |
|              med_house_price_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_t              |     6.1618    |     0.0165     |     0.2056     |      0.6523     |
|               med_house_price_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_t               |     5.5269    |     0.0227     |     1.0211     |      0.3172     |
|         med_house_price_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_t        |     6.2466    |     0.0158     |     1.6525     |      0.2047     |
|          med_house_price_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_t         |     5.9939    |     0.0179     |     7.7575     |      0.0076     |
|        med_house_price_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_t        |     7.4718    |     0.0086     |     2.2872     |      0.1369     |
|         med_house_price_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_t         |     4.8414    |     0.0324     |    12.2846     |      0.001      |
|          med_house_price_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_t          |     6.6108    |     0.0132     |     0.0102     |      0.9198     |
|           med_house_price_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_t           |     5.6446    |     0.0214     |    11.7653     |      0.0012     |
|        med_house_price_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t       |     5.8713    |     0.0191     |     0.939      |      0.3373     |
|         med_house_price_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t        |     6.1682    |     0.0164     |     1.3139     |      0.2573     |
|           med_house_price_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t           |     6.7786    |     0.0121     |     0.1108     |      0.7407     |
|            med_house_price_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t            |     5.4433    |     0.0237     |    10.7793     |      0.0019     |
|           med_house_price_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t          |     6.7016    |     0.0126     |     0.0304     |      0.8624     |
|            med_house_price_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t           |     5.5662    |     0.0223     |    20.1145     |       0.0       |
|           med_house_price_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t           |     5.2188    |     0.0266     |     9.7594     |      0.003      |
|            med_house_price_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t            |     7.3305    |     0.0093     |     6.2567     |      0.0158     |
|             med_family_income_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_t             |     6.7467    |     0.0123     |     0.0856     |      0.771      |
|              med_family_income_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_t              |     6.1538    |     0.0165     |     0.1897     |      0.6651     |
|        med_family_income_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_t       |     6.9023    |     0.0114     |     5.3102     |      0.0255     |
|         med_family_income_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_t        |     6.6239    |     0.0131     |     6.3342     |      0.0152     |
|       med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_t       |     8.268     |     0.0059     |     10.168     |      0.0025     |
|        med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_t        |     5.3459    |     0.0249     |     7.8271     |      0.0073     |
|         med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_t         |     7.3052    |     0.0094     |    13.5598     |      0.0006     |
|          med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_t          |     6.2375    |     0.0158     |     8.2363     |      0.006      |
|       med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t      |     6.5354    |     0.0137     |     0.0143     |      0.9053     |
|        med_family_income_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t       |     6.7694    |     0.0122     |     0.0987     |      0.7548     |
|          med_family_income_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t          |     7.4939    |     0.0086     |     5.3125     |      0.0255     |
|           med_family_income_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t           |     6.0146    |     0.0177     |     3.9615     |      0.0521     |
|          med_family_income_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t         |     7.4146    |     0.0089     |    13.0703     |      0.0007     |
|           med_family_income_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t          |     6.1415    |     0.0166     |      15.2      |      0.0003     |
|          med_family_income_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t          |     5.7793    |      0.02      |     8.8271     |      0.0046     |
|           med_family_income_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t           |     7.8985    |     0.007      |    18.2124     |      0.0001     |
|           unempl_rate_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_t          |     6.8307    |     0.0118     |     0.1429     |      0.7071     |
|            unempl_rate_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_t           |     6.5683    |     0.0134     |     0.0133     |      0.9087     |
|          unempl_rate_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_t          |     8.3329    |     0.0057     |     3.4761     |      0.0683     |
|           unempl_rate_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_t           |     5.1141    |     0.0281     |     1.0894     |      0.3017     |
|            unempl_rate_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_t            |     7.202     |     0.0098     |     0.5538     |      0.4603     |
|             unempl_rate_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_t             |     6.1556    |     0.0165     |     0.0977     |      0.7559     |
|          unempl_rate_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t         |     6.5156    |     0.0138     |     0.0004     |      0.9849     |
|           unempl_rate_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t          |     6.5752    |     0.0134     |     0.0442     |      0.8343     |
|             unempl_rate_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t             |     7.2319    |     0.0097     |     0.5566     |      0.4592     |
|              unempl_rate_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t              |     5.8991    |     0.0188     |     0.2459     |      0.6222     |
|             unempl_rate_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t            |     7.3218    |     0.0093     |     0.8039     |      0.3743     |
|              unempl_rate_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t             |     6.0994    |     0.017      |     0.116      |      0.7349     |
|             unempl_rate_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t             |     5.7053    |     0.0207     |     0.8376     |      0.3646     |
|              unempl_rate_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t              |     8.107     |     0.0064     |     2.1437     |      0.1495     |
|     real_med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_t    |     8.3197    |     0.0058     |    10.8571     |      0.0018     |
|      real_med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_t     |     5.3785    |     0.0245     |     7.3167     |      0.0094     |
|       real_med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_t      |     7.3507    |     0.0092     |    14.3136     |      0.0004     |
|        real_med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_t       |     6.2781    |     0.0155     |     7.1549     |      0.0101     |
|    real_med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t    |     6.571     |     0.0134     |     0.0026     |      0.9599     |
|     real_med_family_income_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t     |     6.8162    |     0.0119     |     0.1693     |      0.6825     |
|        real_med_family_income_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t       |     7.5385    |     0.0084     |     5.5947     |      0.022      |
|         real_med_family_income_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t        |     6.0555    |     0.0174     |     3.6419     |      0.0622     |
|       real_med_family_income_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t       |     7.4615    |     0.0087     |    14.0424     |      0.0005     |
|        real_med_family_income_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t        |     6.1812    |     0.0163     |    13.5846     |      0.0006     |
|        real_med_family_income_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t       |     5.815     |     0.0196     |     7.6841     |      0.0079     |
|         real_med_family_income_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t        |     7.8185    |     0.0073     |    17.4824     |      0.0001     |
|      combanks_business_loans_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_t      |     8.7828    |     0.0046     |    13.9337     |      0.0005     |
|       combanks_business_loans_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_t       |     7.5727    |     0.0082     |     4.7949     |      0.0333     |
|    combanks_business_loans_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t   |     7.8586    |     0.0072     |     2.9641     |      0.0914     |
|     combanks_business_loans_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t    |     8.2218    |     0.006      |     5.9379     |      0.0185     |
|       combanks_business_loans_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t       |     9.0227    |     0.0042     |    14.3767     |      0.0004     |
|        combanks_business_loans_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t        |     7.2933    |     0.0094     |     1.5581     |      0.2179     |
|       combanks_business_loans_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t      |     8.9034    |     0.0044     |    14.2518     |      0.0004     |
|        combanks_business_loans_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t       |     7.4629    |     0.0087     |     4.0411     |      0.0499     |
|       combanks_business_loans_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t       |     6.9987    |     0.0109     |     0.6527     |      0.423      |
|        combanks_business_loans_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t        |     9.4635    |     0.0034     |    17.8736     |      0.0001     |
|      combanks_assets_tot_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_t     |     6.9208    |     0.0113     |     0.2889     |      0.5934     |
|       combanks_assets_tot_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_t      |     7.252     |     0.0096     |     1.8762     |      0.177      |
|         combanks_assets_tot_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t         |     7.9439    |     0.0069     |     7.4956     |      0.0086     |
|          combanks_assets_tot_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t          |     6.4397    |     0.0143     |     0.7495     |      0.3909     |
|         combanks_assets_tot_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t        |     7.9012    |     0.007      |     23.789     |       0.0       |
|          combanks_assets_tot_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t         |     6.5398    |     0.0136     |      0.31      |      0.5802     |
|         combanks_assets_tot_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t         |     6.1431    |     0.0166     |     2.8755     |      0.0963     |
|          combanks_assets_tot_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t          |     8.3383    |     0.0057     |    19.4186     |      0.0001     |
|       mortage_debt_individuals_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_t      |     7.0323    |     0.0107     |     0.3818     |      0.5395     |
|        mortage_debt_individuals_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_t       |     5.8284    |     0.0195     |     6.3969     |      0.0147     |
|      mortage_debt_individuals_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t      |     7.0616    |     0.0105     |     0.6128     |      0.4375     |
|       mortage_debt_individuals_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t       |     5.8665    |     0.0191     |     2.376      |      0.1296     |
|       mortage_debt_individuals_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t      |     5.4841    |     0.0232     |     2.7118     |      0.106      |
|        mortage_debt_individuals_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t       |     7.7772    |     0.0075     |     5.7263     |      0.0206     |
|          real_estate_loans_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_t         |     8.1058    |     0.0064     |    11.8091     |      0.0012     |
|           real_estate_loans_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_t          |     6.7072    |     0.0125     |     0.0362     |       0.85      |
|          real_estate_loans_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t          |     6.2946    |     0.0154     |     0.4224     |      0.5188     |
|           real_estate_loans_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t           |     8.8782    |     0.0044     |    24.2451     |       0.0       |
|          foreign_dir_invest_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_t         |     6.2319    |     0.0159     |     1.3169     |      0.2567     |
|           foreign_dir_invest_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_t          |     8.7933    |     0.0046     |    36.8606     |       0.0       |
|                               equity_alloc_ewma_trim_pow2_t                               |     8.8321    |     0.0045     |     4.5144     |      0.0387     |
|                              tsy_10yr_yield_ewma_trim_pow2_t                              |    17.2043    |     0.0001     |    13.2473     |      0.0007     |
|                               tsy_5yr_yield_ewma_trim_pow2_t                              |    23.7557    |      0.0       |    16.5107     |      0.0002     |
|                               tsy_3mo_yield_ewma_trim_pow2_t                              |    38.5358    |      0.0       |    27.5666     |       0.0       |
|                               sp500_peratio_ewma_trim_pow2_t                              |     9.3959    |     0.0035     |     4.9327     |      0.031      |
|                             capacity_util_mfg_ewma_trim_pow2_t                            |     8.3037    |     0.0058     |    12.5525     |      0.0009     |
|                            capacity_util_chem_ewma_trim_pow2_t                            |     8.6768    |     0.0049     |    17.2648     |      0.0001     |
|                     med_family_income_vs_house_price_ewma_trim_pow2_t                     |     6.9294    |     0.0112     |      1.0       |      0.3222     |
|                             gdp_nom_1yr_diff_ewma_trim_pow2_t                             |     6.8282    |     0.0118     |     0.5774     |      0.451      |
|                          cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                         |     6.817     |     0.0119     |    15.6392     |      0.0002     |
|                         industrial_prod_1yr_diff_ewma_trim_pow2_t                         |     6.9378    |     0.0112     |     0.5522     |      0.461      |
|                         med_house_price_1yr_diff_ewma_trim_pow2_t                         |     5.581     |     0.0221     |     3.8945     |      0.0541     |
|                        med_family_income_1yr_diff_ewma_trim_pow2_t                        |     6.8583    |     0.0116     |     3.8134     |      0.0566     |
|                           unempl_rate_1yr_diff_ewma_trim_pow2_t                           |     6.0259    |     0.0176     |     0.0098     |      0.9217     |
|                      real_med_family_income_1yr_diff_ewma_trim_pow2_t                     |     6.9456    |     0.0112     |     6.5182     |      0.0138     |
|                     combanks_business_loans_1yr_diff_ewma_trim_pow2_t                     |     9.7531    |     0.003      |    11.1409     |      0.0016     |
|                       combanks_assets_tot_1yr_diff_ewma_trim_pow2_t                       |     7.7633    |     0.0075     |    12.6506     |      0.0008     |
|                     mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t                    |     6.0405    |     0.0175     |     0.1563     |      0.6943     |
|                        real_estate_loans_1yr_diff_ewma_trim_pow2_t                        |     8.0737    |     0.0065     |     4.4388     |      0.0403     |
|                        foreign_dir_invest_1yr_diff_ewma_trim_pow2_t                       |     8.0015    |     0.0067     |    15.5634     |      0.0003     |
|                        tax_receipts_corp_1yr_diff_ewma_trim_pow2_t                        |     4.8951    |     0.0315     |    10.6617     |      0.002      |
|                     equity_alloc_times_tsy_10yr_yield_ewma_trim_pow2_t                    |    19.6838    |     0.0001     |    14.1982     |      0.0004     |
|                     equity_alloc_times_tsy_5yr_yield_ewma_trim_pow2_t                     |    29.7938    |      0.0       |    20.6122     |       0.0       |
|                     equity_alloc_times_tsy_3mo_yield_ewma_trim_pow2_t                     |    39.4737    |      0.0       |    28.5317     |       0.0       |
|                       equity_alloc_div_unempl_rate_ewma_trim_pow2_t                       |    19.9428    |      0.0       |    17.5402     |      0.0001     |
|                     equity_alloc_times_sp500_peratio_ewma_trim_pow2_t                     |    10.9196    |     0.0018     |     5.3003     |      0.0256     |
|                      equity_alloc_div_sp500_peratio_ewma_trim_pow2_t                      |     4.4444    |      0.04      |     3.8431     |      0.0556     |
|                   equity_alloc_times_capacity_util_mfg_ewma_trim_pow2_t                   |    10.5172    |     0.0021     |     7.8831     |      0.0071     |
|                   equity_alloc_times_capacity_util_chem_ewma_trim_pow2_t                  |    11.1801    |     0.0016     |    10.7839     |      0.0019     |
|            equity_alloc_times_med_family_income_vs_house_price_ewma_trim_pow2_t           |     9.0687    |     0.0041     |     4.5392     |      0.0382     |
|             equity_alloc_div_med_family_income_vs_house_price_ewma_trim_pow2_t            |     8.7043    |     0.0048     |     4.3007     |      0.0434     |
|                    equity_alloc_times_gdp_nom_1yr_diff_ewma_trim_pow2_t                   |     8.8727    |     0.0045     |     3.9099     |      0.0536     |
|                     equity_alloc_div_gdp_nom_1yr_diff_ewma_trim_pow2_t                    |     8.7546    |     0.0047     |     5.1555     |      0.0276     |
|                equity_alloc_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                |     9.0174    |     0.0042     |     5.0995     |      0.0284     |
|                 equity_alloc_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                 |     8.6533    |     0.0049     |     3.9673     |      0.052      |
|                equity_alloc_times_industrial_prod_1yr_diff_ewma_trim_pow2_t               |     9.0148    |     0.0042     |     4.2266     |      0.0451     |
|                 equity_alloc_div_industrial_prod_1yr_diff_ewma_trim_pow2_t                |     8.5326    |     0.0052     |     4.2318     |      0.045      |
|                equity_alloc_times_med_house_price_1yr_diff_ewma_trim_pow2_t               |     7.165     |      0.01      |     0.433      |      0.5136     |
|                 equity_alloc_div_med_house_price_1yr_diff_ewma_trim_pow2_t                |    10.7376    |     0.0019     |    18.9686     |      0.0001     |
|               equity_alloc_times_med_family_income_1yr_diff_ewma_trim_pow2_t              |     9.0188    |     0.0042     |     4.7427     |      0.0343     |
|                equity_alloc_div_med_family_income_1yr_diff_ewma_trim_pow2_t               |     8.6524    |     0.0049     |     4.2845     |      0.0438     |
|                  equity_alloc_times_unempl_rate_1yr_diff_ewma_trim_pow2_t                 |     9.6442    |     0.0031     |     6.1469     |      0.0167     |
|                   equity_alloc_div_unempl_rate_1yr_diff_ewma_trim_pow2_t                  |     6.262     |     0.0157     |     0.0626     |      0.8035     |
|            equity_alloc_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t            |     9.1085    |     0.004      |     4.9538     |      0.0307     |
|             equity_alloc_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t             |     8.5612    |     0.0052     |     4.0427     |      0.0499     |
|            equity_alloc_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           |    12.2536    |     0.001      |    11.5008     |      0.0014     |
|             equity_alloc_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t            |     5.7282    |     0.0205     |     0.4812     |      0.4912     |
|              equity_alloc_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t             |    10.1163    |     0.0025     |     8.1021     |      0.0064     |
|               equity_alloc_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t              |     7.6368    |     0.008      |     1.3856     |      0.2448     |
|           equity_alloc_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t           |     7.3466    |     0.0092     |     0.5902     |      0.446      |
|            equity_alloc_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t            |     9.4825    |     0.0034     |    12.1424     |      0.001      |
|               equity_alloc_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t              |    10.3027    |     0.0023     |     6.446      |      0.0143     |
|                equity_alloc_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t               |     7.1612    |      0.01      |     0.5057     |      0.4804     |
|              equity_alloc_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t              |    10.3796    |     0.0022     |     8.7819     |      0.0047     |
|               equity_alloc_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t               |     7.4217    |     0.0089     |     0.948      |      0.335      |
|               equity_alloc_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t              |     6.4239    |     0.0144     |     0.0053     |      0.942      |
|                equity_alloc_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t               |    12.7554    |     0.0008     |    24.4349     |       0.0       |
|                     tsy_10yr_yield_div_tsy_5yr_yield_ewma_trim_pow2_t                     |     4.3462    |     0.0422     |    14.0433     |      0.0005     |
|                     tsy_10yr_yield_times_unempl_rate_ewma_trim_pow2_t                     |     4.3276    |     0.0426     |     0.1647     |      0.6866     |
|                      tsy_10yr_yield_div_unempl_rate_ewma_trim_pow2_t                      |      25.0     |      0.0       |    15.8529     |      0.0002     |
|                    tsy_10yr_yield_times_sp500_peratio_ewma_trim_pow2_t                    |     20.385    |      0.0       |    15.0283     |      0.0003     |
|                  tsy_10yr_yield_times_capacity_util_mfg_ewma_trim_pow2_t                  |    19.9841    |      0.0       |     16.543     |      0.0002     |
|                  tsy_10yr_yield_times_capacity_util_chem_ewma_trim_pow2_t                 |    20.0138    |      0.0       |    16.1546     |      0.0002     |
|           tsy_10yr_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_t          |    17.7999    |     0.0001     |     14.129     |      0.0005     |
|            tsy_10yr_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_t           |    19.2308    |     0.0001     |    12.2046     |      0.001      |
