+---------------------------------------------------------------------------------------+--------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coef  | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|     empl_construction_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t     |  0.0   |     9.2791    |     0.0041     |     9.6392     |      0.0036     |
|        empl_construction_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_pow2_t       |  0.0   |     9.1121    |     0.0045     |     9.5972     |      0.0037     |
|                      empl_construction_1yr_diff_ewma_trim_sqrt_t                      |  0.0   |     7.3456    |     0.0099     |     9.586      |      0.0037     |
|            gdp_nom_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t           |  0.0   |     7.2677    |     0.0103     |     9.5688     |      0.0037     |
|                      tsy_3mo_yield_*_unempl_rate_ewma_trim_sqrt_t                     |  0.0   |    16.9233    |     0.0002     |     9.5351     |      0.0038     |
|     real_med_family_income_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t     |  0.0   |     7.3685    |     0.0098     |     9.5208     |      0.0038     |
|                     equity_alloc_*_tsy_5yr_yield_ewma_trim_sqrt_t                     |  0.0   |    12.0442    |     0.0013     |     9.4351     |      0.0039     |
|              tsy_3mo_yield_*_empl_construction_1yr_diff_ewma_trim_sqrt_t              |  0.0   |     17.472    |     0.0002     |     9.4504     |      0.0039     |
|        med_house_price_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |  0.0   |     9.2603    |     0.0042     |     9.375      |      0.004      |
|                  sp500_peratio_*_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0   |     8.4188    |     0.0061     |     9.3979     |      0.004      |
|                equity_alloc_*_med_house_price_1yr_diff_ewma_trim_sqrt_t               |  0.0   |     8.068     |     0.0071     |     9.3068     |      0.0041     |
|                   tsy_5yr_yield_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |  0.0   |    11.5408    |     0.0016     |     9.3076     |      0.0041     |
|                tsy_5yr_yield_/_housing_supply_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    10.2595    |     0.0027     |     9.3311     |      0.0041     |
|               tsy_5yr_yield_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    11.4798    |     0.0016     |     9.2592     |      0.0042     |
|                   tsy_5yr_yield_*_capacity_util_mfg_ewma_trim_sqrt_t                  |  0.0   |    11.6689    |     0.0015     |     9.1626     |      0.0044     |
|           tsy_5yr_yield_*_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0   |    11.4427    |     0.0016     |     9.1534     |      0.0044     |
|           tsy_3mo_yield_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    17.0351    |     0.0002     |     9.1633     |      0.0044     |
|              tsy_3mo_yield_*_real_estate_loans_1yr_diff_ewma_trim_sqrt_t              |  0.0   |    17.2257    |     0.0002     |     9.1672     |      0.0044     |
|           capacity_util_chem_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t           |  0.0   |     7.8155    |     0.008      |     9.1098     |      0.0045     |
|            unempl_rate_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t            |  0.0   |     5.1269    |     0.0292     |     9.1135     |      0.0045     |
|     med_family_income_vs_house_price_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t    |  0.0   |     6.3556    |     0.0159     |     9.1238     |      0.0045     |
|            capacity_util_mfg_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t           |  0.0   |     7.6765    |     0.0085     |     9.0604     |      0.0046     |
|              sp500_peratio_/_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  0.0   |     7.9571    |     0.0075     |     9.0507     |      0.0046     |
|        med_family_income_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |  0.0   |     8.8159    |     0.0051     |     9.0157     |      0.0047     |
|                   tsy_3mo_yield_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |  0.0   |    17.0099    |     0.0002     |     9.0058     |      0.0047     |
|                sp500_peratio_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |  0.0   |     8.0029    |     0.0073     |     9.0444     |      0.0047     |
|            sp500_peratio_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0   |     8.1046    |     0.007      |     9.0021     |      0.0047     |
|            sp500_peratio_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0   |     7.9296    |     0.0076     |     9.0008     |      0.0047     |
|             sp500_peratio_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0   |     8.1974    |     0.0067     |     9.0308     |      0.0047     |
|           capacity_util_chem_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t           |  0.0   |     7.1106    |     0.0111     |     9.0194     |      0.0047     |
|     med_family_income_vs_house_price_*_empl_construction_1yr_diff_ewma_trim_sqrt_t    |  0.0   |     7.5138    |     0.0092     |     9.0063     |      0.0047     |
|           tsy_3mo_yield_*_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0   |    16.9807    |     0.0002     |     8.9757     |      0.0048     |
|              tsy_3mo_yield_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.0   |    16.9202    |     0.0002     |     8.9817     |      0.0048     |
|               unempl_rate_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t               |  0.0   |     4.3692    |     0.0432     |     8.9817     |      0.0048     |
|                sp500_peratio_*_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |  0.0   |     8.0317    |     0.0072     |     8.9634     |      0.0048     |
|              sp500_peratio_*_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  0.0   |     8.0767    |     0.0071     |     8.9514     |      0.0048     |
|            unempl_rate_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t            |  0.0   |     1.7178    |     0.1976     |     8.9063     |      0.0049     |
|                  tsy_5yr_yield_*_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0   |    11.6426    |     0.0015     |     8.9013     |      0.005      |
|                     tsy_3mo_yield_*_sp500_peratio_ewma_trim_sqrt_t                    |  0.0   |    17.0231    |     0.0002     |     8.8928     |      0.005      |
|               tsy_3mo_yield_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    16.8906    |     0.0002     |     8.8844     |      0.005      |
|             tsy_3mo_yield_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0   |    16.8188    |     0.0002     |     8.862      |      0.005      |
|                  tsy_3mo_yield_/_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0   |    16.7765    |     0.0002     |     8.8547     |      0.0051     |
|                   sp500_peratio_*_capacity_util_mfg_ewma_trim_sqrt_t                  |  0.0   |     8.3728    |     0.0062     |     8.8189     |      0.0051     |
|                 capacity_util_mfg_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                 |  0.0   |     7.4566    |     0.0094     |     8.8397     |      0.0051     |
|    empl_construction_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t    | 0.0001 |     4.6002    |     0.0383     |     8.777      |      0.0052     |
|       unempl_rate_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t       |  0.0   |     1.7225    |     0.197      |     8.7913     |      0.0052     |
|              tsy_10yr_yield_*_real_estate_loans_1yr_diff_ewma_trim_sqrt_t             |  0.0   |     9.7782    |     0.0033     |     8.8138     |      0.0052     |
|                      unempl_rate_/_sp500_peratio_ewma_trim_sqrt_t                     |  0.0   |     3.9595    |     0.0537     |     8.8068     |      0.0052     |
|               unempl_rate_/_empl_construction_1yr_diff_ewma_trim_sqrt_t               |  0.0   |     4.4763    |     0.0408     |     8.7824     |      0.0052     |
|            unempl_rate_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t           |  0.0   |     0.5359    |     0.4685     |     8.7517     |      0.0053     |
|                             tsy_3mo_yield_ewma_trim_sqrt_t                            |  0.0   |    16.7309    |     0.0002     |     8.7332     |      0.0053     |
|              tsy_3mo_yield_/_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  0.0   |    16.7406    |     0.0002     |     8.7555     |      0.0053     |
|            tsy_3mo_yield_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    16.7462    |     0.0002     |     8.7329     |      0.0053     |
|            tsy_3mo_yield_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    16.7165    |     0.0002     |     8.7337     |      0.0053     |
|     combanks_business_loans_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t    |  0.0   |     7.5779    |     0.0089     |     8.7671     |      0.0053     |
|            tsy_5yr_yield_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    11.3407    |     0.0017     |     8.7175     |      0.0054     |
|                   tsy_3mo_yield_*_capacity_util_mfg_ewma_trim_sqrt_t                  |  0.0   |    16.7694    |     0.0002     |     8.7147     |      0.0054     |
|                   tsy_3mo_yield_/_capacity_util_mfg_ewma_trim_sqrt_t                  |  0.0   |    16.6576    |     0.0002     |     8.7161     |      0.0054     |
|              tsy_3mo_yield_*_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  0.0   |    16.7242    |     0.0002     |     8.7146     |      0.0054     |
|      med_house_price_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t      |  0.0   |     8.9312    |     0.0048     |     8.678      |      0.0055     |
|                     equity_alloc_*_tsy_3mo_yield_ewma_trim_sqrt_t                     |  0.0   |    16.7727    |     0.0002     |     8.6621     |      0.0055     |
|                      tsy_5yr_yield_/_unempl_rate_ewma_trim_sqrt_t                     |  0.0   |    13.0891    |     0.0008     |     8.6848     |      0.0055     |
|        empl_construction_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_sqrt_t       |  0.0   |     7.4247    |     0.0096     |     8.6525     |      0.0055     |
|     empl_construction_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t     |  0.0   |     8.5078    |     0.0058     |     8.6283     |      0.0056     |
|                  tsy_3mo_yield_*_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0   |    16.6737    |     0.0002     |     8.6103     |      0.0056     |
|             tsy_3mo_yield_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0   |    16.6464    |     0.0002     |     8.6115     |      0.0056     |
|                tsy_5yr_yield_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    11.2231    |     0.0018     |     8.5755     |      0.0057     |
|             tsy_5yr_yield_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0   |    11.4066    |     0.0017     |     8.5693     |      0.0057     |
|               tsy_3mo_yield_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    16.5689    |     0.0002     |     8.5817     |      0.0057     |
|                 unempl_rate_*_housing_supply_1yr_diff_ewma_trim_pow2_t                |  0.0   |     3.1911    |     0.0818     |     8.5658     |      0.0058     |
|                             tsy_5yr_yield_ewma_trim_sqrt_t                            |  0.0   |    11.2336    |     0.0018     |     8.545      |      0.0058     |
|              tsy_5yr_yield_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.0   |    11.3947    |     0.0017     |     8.5372     |      0.0058     |
|     empl_construction_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t     |  0.0   |     7.4646    |     0.0094     |     8.5492     |      0.0058     |
|                unempl_rate_/_med_house_price_1yr_diff_ewma_trim_pow2_t                |  0.0   |     0.9607    |     0.3331     |     8.5269     |      0.0059     |
|        empl_construction_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_pow2_t       |  0.0   |     8.6911    |     0.0054     |     8.5165     |      0.0059     |
|                tsy_5yr_yield_*_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    11.2463    |     0.0018     |     8.5195     |      0.0059     |
|                    unempl_rate_/_gdp_nom_1yr_diff_ewma_trim_sqrt_t                    |  0.0   |     4.7119    |     0.0361     |     8.5182     |      0.0059     |
|                     equity_alloc_/_tsy_3mo_yield_ewma_trim_sqrt_t                     |  0.0   |     3.7478    |     0.0601     |     8.4782     |      0.006      |
|           tsy_5yr_yield_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    11.5407    |     0.0016     |     8.4867     |      0.006      |
|                     tsy_3mo_yield_/_sp500_peratio_ewma_trim_sqrt_t                    |  0.0   |     16.322    |     0.0002     |     8.4806     |      0.006      |
|           tsy_3mo_yield_/_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0   |    16.4851    |     0.0002     |     8.4872     |      0.006      |
|                   tsy_3mo_yield_/_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |  0.0   |    16.4577    |     0.0002     |     8.4665     |      0.006      |
|              tsy_3mo_yield_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.0   |     16.538    |     0.0002     |     8.4886     |      0.006      |
|                  unempl_rate_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t                  |  0.0   |     4.1711    |     0.0479     |     8.4725     |      0.006      |
|              tsy_5yr_yield_/_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  0.0   |    11.1567    |     0.0019     |     8.4284     |      0.0061     |
|             tsy_5yr_yield_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0   |    11.0494    |     0.0019     |     8.4539     |      0.0061     |
|              tsy_5yr_yield_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.0   |    11.0549    |     0.0019     |     8.4469     |      0.0061     |
|                   unempl_rate_/_capacity_util_chem_ewma_trim_sqrt_t                   |  0.0   |     4.5586    |     0.0391     |     8.418      |      0.0061     |
|         med_house_price_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t        |  0.0   |     7.6899    |     0.0085     |     8.4498     |      0.0061     |
|            tsy_5yr_yield_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    11.1275    |     0.0019     |     8.3683     |      0.0063     |
|                unempl_rate_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t                |  0.0   |     4.7408    |     0.0356     |     8.3722     |      0.0063     |
|        med_house_price_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |  0.0   |     7.461     |     0.0094     |     8.3782     |      0.0063     |
|         capacity_util_mfg_*_med_family_income_vs_house_price_ewma_trim_pow2_t         |  0.0   |     8.8569    |     0.005      |     8.3243     |      0.0064     |
|            unempl_rate_/_med_family_income_vs_house_price_ewma_trim_sqrt_t            |  0.0   |     4.8089    |     0.0343     |     8.3364     |      0.0064     |
|        med_family_income_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t       |  0.0   |     7.3477    |     0.0099     |     8.3295     |      0.0064     |
|         capacity_util_chem_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t         |  0.0   |     8.8456    |     0.005      |     8.3103     |      0.0065     |
|           tsy_3mo_yield_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    16.3863    |     0.0002     |     8.2972     |      0.0065     |
|              tsy_3mo_yield_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t              |  0.0   |    16.2429    |     0.0003     |     8.3051     |      0.0065     |
|         capacity_util_chem_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t         |  0.0   |     7.3646    |     0.0099     |     8.2498     |      0.0066     |
|      med_house_price_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      |  0.0   |     7.3833    |     0.0098     |     8.2594     |      0.0066     |
|                   unempl_rate_/_capacity_util_chem_ewma_trim_pow2_t                   |  0.0   |     0.9171    |     0.3441     |     8.2314     |      0.0067     |
|         empl_construction_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_pow2_t        |  0.0   |     8.2584    |     0.0065     |     8.2184     |      0.0067     |
|              unempl_rate_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t              |  0.0   |     5.0369    |     0.0306     |     8.2336     |      0.0067     |
|           sp500_peratio_/_med_family_income_vs_house_price_ewma_trim_pow2_t           |  0.0   |    10.9534    |     0.002      |     8.1853     |      0.0068     |
|                    equity_alloc_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |  0.0   |     7.8588    |     0.0078     |     8.2027     |      0.0068     |
|              unempl_rate_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t              |  0.0   |     1.5433    |     0.2215     |     8.1407     |      0.007      |
|             capacity_util_chem_/_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t             |  0.0   |     8.4236    |     0.0061     |     8.1447     |      0.007      |
|      housing_supply_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |  0.0   |    14.2149    |     0.0005     |     8.1155     |      0.007      |
|               equity_alloc_*_empl_construction_1yr_diff_ewma_trim_sqrt_t              |  0.0   |     8.1536    |     0.0069     |     8.1457     |      0.007      |
|            capacity_util_chem_*_med_family_income_1yr_diff_ewma_trim_pow2_t           |  0.0   |     8.7292    |     0.0053     |     8.0679     |      0.0072     |
|     med_family_income_vs_house_price_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t    |  0.0   |     9.3389    |     0.004      |     8.0586     |      0.0072     |
|                  tsy_10yr_yield_*_capacity_util_mfg_ewma_trim_sqrt_t                  |  0.0   |     9.4382    |     0.0039     |     8.0613     |      0.0072     |
|              sp500_peratio_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.0   |     8.1679    |     0.0068     |     8.0568     |      0.0072     |
|             capacity_util_chem_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t             |  0.0   |     7.2614    |     0.0103     |     8.0605     |      0.0072     |
|     empl_construction_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t     |  0.0   |     7.2816    |     0.0102     |     8.0603     |      0.0072     |
|              tsy_3mo_yield_/_empl_construction_1yr_diff_ewma_trim_sqrt_t              |  0.0   |    15.9951    |     0.0003     |     8.024      |      0.0073     |
|             sp500_peratio_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0   |     7.8295    |     0.0079     |     8.0437     |      0.0073     |
|         capacity_util_mfg_*_med_family_income_vs_house_price_ewma_trim_sqrt_t         |  0.0   |     7.3637    |     0.0099     |     8.0455     |      0.0073     |
|            capacity_util_mfg_*_empl_construction_1yr_diff_ewma_trim_sqrt_t            |  0.0   |     7.7498    |     0.0082     |     8.0445     |      0.0073     |
|               unempl_rate_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t               |  0.0   |     0.7425    |     0.3941     |     8.0164     |      0.0074     |
|                   tsy_10yr_yield_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                  |  0.0   |     9.2878    |     0.0041     |     8.0175     |      0.0074     |
|                  tsy_5yr_yield_/_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0   |    10.8061    |     0.0021     |     7.9945     |      0.0074     |
|         med_house_price_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_pow2_t        |  0.0   |     8.8016    |     0.0051     |     7.9773     |      0.0075     |
|                     tsy_10yr_yield_/_unempl_rate_ewma_trim_sqrt_t                     |  0.0   |    11.1106    |     0.0019     |     7.972      |      0.0075     |
|               sp500_peratio_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0   |     8.1591    |     0.0068     |     7.9916     |      0.0075     |
|                    unempl_rate_/_gdp_nom_1yr_diff_ewma_trim_pow2_t                    |  0.0   |     1.0892    |     0.3031     |     7.9467     |      0.0076     |
|                          capacity_util_chem_ewma_trim_sqrt_t                          |  0.0   |     7.2758    |     0.0103     |     7.9393     |      0.0076     |
|           tsy_5yr_yield_/_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0   |    11.0502    |     0.0019     |     7.9586     |      0.0076     |
|                      tsy_3mo_yield_/_unempl_rate_ewma_trim_sqrt_t                     |  0.0   |    16.2069    |     0.0003     |     7.944      |      0.0076     |
|            unempl_rate_/_med_family_income_vs_house_price_ewma_trim_pow2_t            |  0.0   |     1.2087    |     0.2783     |     7.9103     |      0.0077     |
|                    unempl_rate_/_capacity_util_mfg_ewma_trim_sqrt_t                   |  0.0   |     4.5691    |     0.0389     |     7.9182     |      0.0077     |
|             unempl_rate_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            |  0.0   |     4.8039    |     0.0344     |     7.9194     |      0.0077     |
|          cpi_urb_nonvol_1yr_diff_*_med_house_price_1yr_diff_ewma_trim_pow2_t          |  0.0   |     8.6184    |     0.0056     |     7.8539     |      0.0079     |
|                unempl_rate_/_industrial_prod_1yr_diff_ewma_trim_pow2_t                |  0.0   |     1.118     |     0.2969     |     7.8346     |      0.008      |
|           tsy_5yr_yield_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  0.0   |    10.8159    |     0.0021     |     7.8137     |      0.0081     |
|      housing_supply_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     |  0.0   |     9.0284    |     0.0046     |     7.8085     |      0.0081     |
|                   tsy_5yr_yield_/_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |  0.0   |    10.9285    |     0.002      |     7.7705     |      0.0082     |
|             capacity_util_chem_*_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t             |  0.0   |     7.2902    |     0.0102     |     7.7447     |      0.0083     |
|        empl_construction_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_sqrt_t       |  0.0   |     7.3269    |      0.01      |     7.7585     |      0.0083     |
|             capacity_util_chem_*_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t             |  0.0   |     8.5344    |     0.0058     |     7.7063     |      0.0085     |
|               tsy_5yr_yield_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    10.9616    |     0.002      |     7.7089     |      0.0085     |
|               tsy_3mo_yield_/_med_house_price_1yr_diff_ewma_trim_sqrt_t               |  0.0   |    15.7286    |     0.0003     |     7.7062     |      0.0085     |
|               unempl_rate_*_med_family_income_1yr_diff_ewma_trim_sqrt_t               |  0.0   |     4.9291    |     0.0323     |     7.7041     |      0.0085     |
|           sp500_peratio_/_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0   |     7.9081    |     0.0077     |     7.711      |      0.0085     |
|                   tsy_5yr_yield_/_capacity_util_mfg_ewma_trim_sqrt_t                  |  0.0   |    10.7756    |     0.0022     |     7.6872     |      0.0086     |
|                   sp500_peratio_/_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |  0.0   |     7.7946    |     0.0081     |     7.6842     |      0.0086     |
|         med_house_price_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_sqrt_t        |  0.0   |     7.3549    |     0.0099     |     7.6875     |      0.0086     |
|                  tsy_10yr_yield_*_capacity_util_chem_ewma_trim_sqrt_t                 |  0.0   |     9.4426    |     0.0039     |     7.6435     |      0.0087     |
|           tsy_10yr_yield_*_med_family_income_vs_house_price_ewma_trim_sqrt_t          |  0.0   |     9.1908    |     0.0043     |     7.657      |      0.0087     |
|               unempl_rate_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t              |  0.0   |     4.7292    |     0.0358     |     7.6447     |      0.0087     |
|          cpi_urb_nonvol_1yr_diff_*_med_house_price_1yr_diff_ewma_trim_sqrt_t          | 0.0422 |     7.3098    |     0.0101     |     7.6635     |      0.0087     |
|             unempl_rate_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            |  0.0   |     4.9515    |     0.0319     |     7.6246     |      0.0088     |
|             unempl_rate_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t            |  0.0   |     1.186     |     0.2828     |     7.6167     |      0.0089     |
|      housing_starts_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     | 0.0336 |    13.2782    |     0.0008     |     7.6037     |      0.0089     |
|               unempl_rate_/_med_family_income_1yr_diff_ewma_trim_pow2_t               |  0.0   |     1.2117    |     0.2777     |     7.566      |      0.0091     |
|           capacity_util_chem_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t          |  0.0   |     7.4472    |     0.0095     |     7.5513     |      0.0091     |
|      med_family_income_vs_house_price_*_med_house_price_1yr_diff_ewma_trim_sqrt_t     |  0.0   |     7.4058    |     0.0097     |     7.5515     |      0.0091     |
|            capacity_util_chem_/_med_family_income_1yr_diff_ewma_trim_pow2_t           |  0.0   |     8.2245    |     0.0066     |     7.5269     |      0.0092     |
|               capacity_util_chem_/_unempl_rate_1yr_diff_ewma_trim_pow2_t              |  0.0   |    11.4812    |     0.0016     |     7.5167     |      0.0093     |
|             gdp_nom_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t            |  0.0   |     5.1999    |     0.0281     |     7.5164     |      0.0093     |
|            capacity_util_chem_/_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0   |     7.2141    |     0.0106     |     7.5077     |      0.0093     |
|         empl_construction_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t        |  0.0   |     7.2214    |     0.0105     |     7.5209     |      0.0093     |
|               unempl_rate_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t              |  0.0   |     1.0858    |     0.3038     |     7.4829     |      0.0094     |
|     med_family_income_vs_house_price_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t    |  0.0   |     7.4685    |     0.0094     |     7.4957     |      0.0094     |
|                 unempl_rate_/_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                |  0.0   |     1.2561    |     0.2693     |     7.469      |      0.0095     |
|             unempl_rate_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t            |  0.0   |     1.379     |     0.2474     |     7.4548     |      0.0095     |
|         cpi_urb_nonvol_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t         |  0.0   |     8.6025    |     0.0056     |     7.4701     |      0.0095     |
|                 sp500_peratio_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t                 |  0.0   |     8.8343    |     0.005      |     7.4746     |      0.0095     |
|         cpi_urb_nonvol_1yr_diff_/_empl_construction_1yr_diff_ewma_trim_sqrt_t         |  0.0   |     6.3996    |     0.0156     |     7.4745     |      0.0095     |
|           capacity_util_chem_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t          |  0.0   |     9.1525    |     0.0044     |     7.4339     |      0.0096     |
| combanks_business_loans_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t |  0.0   |     3.8012    |     0.0584     |     7.4225     |      0.0097     |
|                 tsy_3mo_yield_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t                 |  0.0   |     15.37     |     0.0003     |     7.4266     |      0.0097     |
|                  sp500_peratio_/_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0   |     7.6192    |     0.0088     |     7.3976     |      0.0098     |
|            equity_alloc_*_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0   |     7.7604    |     0.0082     |     7.3673     |      0.0099     |
|              tsy_3mo_yield_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t              |  0.0   |    15.4019    |     0.0003     |     7.3737     |      0.0099     |
|               unempl_rate_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t              |  0.0   |     1.4857    |     0.2302     |     7.3508     |       0.01      |
|              unempl_rate_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t              |  0.0   |     4.7154    |     0.036      |     7.3627     |       0.01      |
|                    unempl_rate_/_capacity_util_mfg_ewma_trim_pow2_t                   |  0.0   |     0.9028    |     0.3479     |     7.3301     |      0.0101     |
